lalka_1_01_f000001|Jak wygląda firma J. Mincel i S. Wokulski przez szkło butelek?|Jak wygląda firma J. Mincel i S. Wokulski przez szkło butelek?
lalka_1_04_f000042|Wybornie. I w sklepie jest nie źle, trochę zwiększyły nam się obroty. W styczniu i lutym mieliśmy targu za 25 tysięcy rubli.|Wybornie. I w sklepie jest nie źle trochę zwiększyły nam się obroty. W styczniu i lutym mieliśmy targu za dwadzieścia pięć tysięcy rubli.
lalka_1_04_f000043|Staś kochany!.. Ośm miesięcy nie było go w domu... Bagatela... Może siądziesz?|Staś kochany!.. Ośm miesięcy nie było go w domu... Bagatela... Może siądziesz?
lalka_1_04_f000044|Rozumie się - odpowiedział gość, siadając na kanapie, na której wnet umieścił się Ir i oparł mu głowę na kolanach.|Rozumie się - odpowiedział gość siadając na kanapie na której wnet umieścił się Ir i oparł mu głowę na kolanach.
lalka_1_04_f000045|Pan Ignacy przysunął sobie krzesło.|Pan Ignacy przysunął sobie krzesło.
lalka_1_04_f000046|Może co zjesz? Mam szynkę i trochę kawioru.|Może co zjesz? Mam szynkę i trochę kawioru.
lalka_1_04_f000047|Owszem.|Owszem.
lalka_1_04_f000048|Może co wypijesz? Mam butelkę niezłego węgrzyna, ale tylko jeden cały kieliszek.|Może co wypijesz? Mam butelkę niezłego węgrzyna ale tylko jeden cały kieliszek.
lalka_1_04_f000049|Będę pił szklanką - odparł gość.|Będę pił szklanką - odparł gość.
lalka_1_04_f000050|Pan Ignacy zaczął dreptać po pokoju, kolejno otwierając szafę, kuferek i stolik.|Pan Ignacy zaczął dreptać po pokoju kolejno otwierając szafę kuferek i stolik.
lalka_1_04_f000051|Wydobył wino i schował je napowrót, potem rozłożył na stole szynkę i kilka bułek.|Wydobył wino i schował je napowrót potem rozłożył na stole szynkę i kilka bułek.
lalka_1_04_f000052|Ręce i powieki drżały mu i sporo czasu upłynęło, nim o tyle się uspokoił, że zgromadził na jeden punkt poprzednio wyliczone zapasy.|Ręce i powieki drżały mu i sporo czasu upłynęło nim o tyle się uspokoił że zgromadził na jeden punkt poprzednio wyliczone zapasy.
lalka_1_04_f000053|Dopiero kieliszek wina przywrócił mu silnie zachwianą równowagę moralną.|Dopiero kieliszek wina przywrócił mu silnie zachwianą równowagę moralną.
lalka_1_04_f000054|Wokulski tymczasem jadł.|Wokulski tymczasem jadł.
lalka_1_04_f000055|No, cóż nowego? - rzekł spokojniejszym tonem pan Ignacy, trącając gościa w kolano.|No cóż nowego? - rzekł spokojniejszym tonem pan Ignacy trącając gościa w kolano.
lalka_1_04_f000056|Domyślam się, że ci chodzi o politykę - odparł Wokulski. - Będzie spokój.|Domyślam się że ci chodzi o politykę - odparł Wokulski. - Będzie spokój.
lalka_1_04_f000057|A pocóż zbroi się Austrya?|A pocóż zbroi się Austrya?
lalka_1_04_f000058|Zbroi się za 60 milionów guldenów?... Chce zabrać Bośnią i Hercegowinę.|Zbroi się za sześćdziesiąt milionów guldenów?... Chce zabrać Bośnią i Hercegowinę.
lalka_1_04_f000059|Ignacemu rozszerzyły się źrenice.|Ignacemu rozszerzyły się źrenice.
lalka_1_04_f000060|Austrya chce zabrać?... - powtórzył. - Zaco?|Austrya chce zabrać?... - powtórzył. - Zaco?
lalka_1_04_f000061|Zaco? - uśmiechnął się Wokulski. - Za to, że Turcya nie może jej tego zabronić.|Zaco? - uśmiechnął się Wokulski. - Za to że Turcya nie może jej tego zabronić.
lalka_1_04_f000062|A cóż Anglia?|A cóż Anglia?
lalka_1_04_f000063|Anglia także dostanie kompensatę.|Anglia także dostanie kompensatę.
lalka_1_04_f000064|Na koszt Turcji?|Na koszt Turcji?
lalka_1_04_f000065|Rozumie się. Zawsze słabi ponoszą koszta zatargów między silnymi.|Rozumie się. Zawsze słabi ponoszą koszta zatargów między silnymi.
lalka_1_04_f000066|A sprawiedliwość? - zawołał Ignacy.|A sprawiedliwość? - zawołał Ignacy.
lalka_1_04_f000067|Sprawiedliwem jest to, że silni mnożą się i rosną, a słabi giną. Inaczej świat stałby się domem inwalidów, co dopiero byłoby niesprawiedliwością.|Sprawiedliwem jest to że silni mnożą się i rosną a słabi giną. Inaczej świat stałby się domem inwalidów co dopiero byłoby niesprawiedliwością.
lalka_1_04_f000068|Ignacy posunął się z krzesłem.|Ignacy posunął się z krzesłem.
lalka_1_04_f000069|I to ty mówisz, Stasiu?... Na seryo, bez żartów?|I to ty mówisz Stasiu?... Na seryo bez żartów?
lalka_1_04_f000070|Wokulski zwrócił na niego spokojne wejrzenie.|Wokulski zwrócił na niego spokojne wejrzenie.
lalka_1_04_f000071|Ja mówię - odparł. - Cóż w tem dziwnego? Czyliż to samo prawo nie stosuje się do mnie, do ciebie, do nas wszystkich?|Ja mówię - odparł. - Cóż w tem dziwnego? Czyliż to samo prawo nie stosuje się do mnie do ciebie do nas wszystkich?
lalka_1_04_f000072|Zadużo płakałem nad sobą, ażebym miał rozczulać się nad Turcyą.|Zadużo płakałem nad sobą ażebym miał rozczulać się nad Turcyą.
lalka_1_04_f000073|Pan Ignacy spuścił oczy i umilkł. Wokulski jadł.|Pan Ignacy spuścił oczy i umilkł. Wokulski jadł.
lalka_1_04_f000074|No, a tobie jakże poszło? - zapytał Rzecki już zwykłym tonem.|No a tobie jakże poszło? - zapytał Rzecki już zwykłym tonem.
lalka_1_04_f000075|Wokulskiemu błysnęły oczy. Położył bułkę i oparł się o poręcz kanapy.|Wokulskiemu błysnęły oczy. Położył bułkę i oparł się o poręcz kanapy.
lalka_1_04_f000076|Pamiętasz, - rzekł - ile wziąłem pieniędzy, gdym ztąd wyjeżdżał?|Pamiętasz - rzekł - ile wziąłem pieniędzy gdym ztąd wyjeżdżał?
lalka_1_04_f000077|Trzydzieści tysięcy rubli, całą gotówkę.|Trzydzieści tysięcy rubli całą gotówkę.
lalka_1_04_f000078|A jak ci się zdaje: ile przywiozłem?|A jak ci się zdaje: ile przywiozłem?
lalka_1_04_f000079|Pięćdzie... ze czterdzieści tysięcy... Zgadłem?.. - pytał Rzecki, niepewnie patrząc na niego.|Pięćdzie... ze czterdzieści tysięcy... Zgadłem?.. - pytał Rzecki niepewnie patrząc na niego.
lalka_1_04_f000080|Wokulski nalał szklankę wina i wypił ją powoli.|Wokulski nalał szklankę wina i wypił ją powoli.
lalka_1_04_f000081|Dwieście pięćdziesiąt tysięcy rubli, z tego dużą część w złocie - rzekł dobitnie.|Dwieście pięćdziesiąt tysięcy rubli z tego dużą część w złocie - rzekł dobitnie.
lalka_1_04_f000082|A ponieważ kazałem zakupić banknoty, które po zawarciu pokoju sprzedam, więc będę miał przeszło trzysta tysięcy rubli.|A ponieważ kazałem zakupić banknoty które po zawarciu pokoju sprzedam więc będę miał przeszło trzysta tysięcy rubli.
lalka_1_04_f000083|Rzecki pochylił się ku niemu i otworzył usta.|Rzecki pochylił się ku niemu i otworzył usta.
lalka_1_04_f000084|Nie bój się - ciągnął Wokulski. - Grosz ten zarobiłem uczciwie, nawet ciężko, bardzo ciężko.|Nie bój się - ciągnął Wokulski. - Grosz ten zarobiłem uczciwie nawet ciężko bardzo ciężko.
lalka_1_04_f000085|Cały sekret polega na tem, żem miał bogatego wspólnika i że kontentowałem się cztery i pięć razy mniejszym zyskiem niż inni. To też mój kapitał ciągle wzrastający, był w ciągłym ruchu. No - dodał po chwili - miałem też szalone szczęście.|Cały sekret polega na tem żem miał bogatego wspólnika i że kontentowałem się cztery i pięć razy mniejszym zyskiem niż inni. To też mój kapitał ciągle wzrastający był w ciągłym ruchu. No - dodał po chwili - miałem też szalone szczęście.
lalka_1_04_f000086|Jak gracz, któremu dziesięć razy zrzędu wychodzi ten sam numer w rulecie. Gruba gra?... prawie co miesiąc stawiałem cały majątek, a codzień życie.|Jak gracz któremu dziesięć razy zrzędu wychodzi ten sam numer w rulecie. Gruba gra?... prawie co miesiąc stawiałem cały majątek a codzień życie.
lalka_1_04_f000087|I tylko po to jeździłeś tam? - zapytał Ignacy.|I tylko po to jeździłeś tam? - zapytał Ignacy.
lalka_1_04_f000088|Wokulski drwiąco spojrzał na niego.|Wokulski drwiąco spojrzał na niego.
lalka_1_04_f000089|Czy chciałeś, ażebym został tureckim Walenrodem?|Czy chciałeś ażebym został tureckim Walenrodem?
lalka_1_04_f000090|Narażać się dla majątku, gdy się ma spokojny kawałek chleba!... - mruknął Ignacy, kiwając głową i podnosząc brwi.|Narażać się dla majątku gdy się ma spokojny kawałek chleba!... - mruknął Ignacy kiwając głową i podnosząc brwi.
lalka_1_04_f000091|Wokulski zadrżał z gniewu i zerwał się z kanapy.|Wokulski zadrżał z gniewu i zerwał się z kanapy.
lalka_1_04_f000092|Ten spokojny chleb - mówił, zaciskając pięści - dławił mnie i dusił przez lat sześć!|Ten spokojny chleb - mówił zaciskając pięści - dławił mnie i dusił przez lat sześć!
lalka_1_04_f000093|Czy już nie pamiętasz, ile razy na dzień przypominano mi dwa pokolenia Minclów, albo anielską dobroć mojej żony?|Czy już nie pamiętasz ile razy na dzień przypominano mi dwa pokolenia Minclów albo anielską dobroć mojej żony?
lalka_1_04_f000094|Czy był kto z dalszych i bliższych znajomych, wyjąwszy ciebie, któryby mię nie dręczył słowem, ruchem, a choćby spojrzeniem?|Czy był kto z dalszych i bliższych znajomych wyjąwszy ciebie któryby mię nie dręczył słowem ruchem a choćby spojrzeniem?
lalka_1_04_f000095|Ileżto razy mówiono o mnie i prawie do mnie, że karmię się z fartucha żony, że wszystko zawdzięczam pracy Minclów,|Ileżto razy mówiono o mnie i prawie do mnie że karmię się z fartucha żony że wszystko zawdzięczam pracy Minclów
lalka_1_04_f000096|a nic, ale to nic - własnej energii, choć przecie ja podźwignąłem ten kramik, zdwoiłem jego dochody.|a nic ale to nic - własnej energii choć przecie ja podźwignąłem ten kramik zdwoiłem jego dochody.
lalka_1_04_f000097|Mincle i zawsze Mincle!... Dziś niech mnie porównają z Minclami.|Mincle i zawsze Mincle!... Dziś niech mnie porównają z Minclami.
lalka_1_04_f000098|Sam jeden przez pół roku zarobiłem dziesięć razy więcej, aniżeli dwa pokolenia Minclów przez pół wieku.|Sam jeden przez pół roku zarobiłem dziesięć razy więcej aniżeli dwa pokolenia Minclów przez pół wieku.
lalka_1_04_f000099|Na zdobycie tego, com ja zdobył pomiędzy kulą, nożem i tyfusem, tysiąc Minclów musiałoby pocić się w swoich sklepikach i szlafmycach.|Na zdobycie tego com ja zdobył pomiędzy kulą nożem i tyfusem tysiąc Minclów musiałoby pocić się w swoich sklepikach i szlafmycach.
lalka_1_04_f000100|Teraz już wiem, ilu jestem wart Minclów i, jak mi Bóg miły, dla podobnego rezultatu, drugi raz powtórzyłbym moję grę!|Teraz już wiem ilu jestem wart Minclów i jak mi Bóg miły dla podobnego rezultatu drugi raz powtórzyłbym moję grę!
lalka_1_04_f000101|Wolę obawiać się bankructwa i śmierci, aniżeli wdzięczyć się do tych, którzy kupią u mnie parasol, albo padać do nóg tym,|Wolę obawiać się bankructwa i śmierci aniżeli wdzięczyć się do tych którzy kupią u mnie parasol albo padać do nóg tym
lalka_1_04_f000102|którzy w moim sklepie raczą zaopatrywać się w waterklozety.|którzy w moim sklepie raczą zaopatrywać się w waterklozety.
lalka_1_04_f000103|Zawsze ten sam! - szepnął Ignacy.|Zawsze ten sam! - szepnął Ignacy.
lalka_1_04_f000104|Wokulski ochłonął. Oparł się na ramieniu Ignacego i zaglądając mu w oczy, rzekł łagodnie:|Wokulski ochłonął. Oparł się na ramieniu Ignacego i zaglądając mu w oczy rzekł łagodnie:
lalka_1_04_f000105|Nie gniewasz się stary?|Nie gniewasz się stary?
lalka_1_04_f000106|Czego? Alboż nie wiem, że wilk nie będzie pilnował baranów... Naturalnie.|Czego? Alboż nie wiem że wilk nie będzie pilnował baranów... Naturalnie.
lalka_1_04_f000107|Cóż u was słychać - powiedz mi?|Cóż u was słychać - powiedz mi?
lalka_1_04_f000108|Akurat tyle, co pisałem ci w raportach. Interesa dobrze idą, towarów przybyło, a jeszcze więcej zamówień. Trzeba jednego subiekta.|Akurat tyle co pisałem ci w raportach. Interesa dobrze idą towarów przybyło a jeszcze więcej zamówień. Trzeba jednego subiekta.
lalka_1_04_f000109|Weźmiemy dwu, sklep rozszerzymy, będzie wspaniały.|Weźmiemy dwu sklep rozszerzymy będzie wspaniały.
lalka_1_04_f000110|Bagatela!|Bagatela!
lalka_1_04_f000111|Wokulski spojrzał na niego zboku i uśmiechnął się, widząc, że stary odzyskuje dobry humor.|Wokulski spojrzał na niego zboku i uśmiechnął się widząc że stary odzyskuje dobry humor.
lalka_1_04_f000112|Ale co w mieście słychać? W sklepie, dopóki ty w nim jesteś, musi być dobrze.|Ale co w mieście słychać? W sklepie dopóki ty w nim jesteś musi być dobrze.
lalka_1_04_f000113|W mieście.|W mieście.
lalka_1_04_f000114|Z dawnych kundmanów nie ubył kto? - przerwał mu Wokulski, coraz szybciej chodząc po pokoju.|Z dawnych kundmanów nie ubył kto? - przerwał mu Wokulski coraz szybciej chodząc po pokoju.
lalka_1_04_f000115|Nikt. Przybyli nowi.|Nikt. Przybyli nowi.
lalka_1_04_f000116|A... a.|A... a.
lalka_1_04_f000117|Wokulski stanął, jakby wahając się. Nalał znowu szklankę wina i wypił duszkiem.|Wokulski stanął jakby wahając się. Nalał znowu szklankę wina i wypił duszkiem.
lalka_1_04_f000118|A Łęcki kupuje u nas?|A Łęcki kupuje u nas?
lalka_1_04_f000119|Częściej bierze na rachunek.|Częściej bierze na rachunek.
lalka_1_04_f000120|Więc bierze... - Tu Wokulski odetchnął. - Jakże on stoi?|Więc bierze... - Tu Wokulski odetchnął. - Jakże on stoi?
lalka_1_04_f000121|Zdaje się, że to skończony bankrut i bodaj że w tym roku zlicytują mu nareszcie kamienicę.|Zdaje się że to skończony bankrut i bodaj że w tym roku zlicytują mu nareszcie kamienicę.
lalka_1_04_f000122|Wokulski pochylił się nad kanapą i zaczął bawić się z Irem.|Wokulski pochylił się nad kanapą i zaczął bawić się z Irem.
lalka_1_04_f000123|Proszę cię... A panna Łęcka nie wyszła zamąż?|Proszę cię... A panna Łęcka nie wyszła zamąż?
lalka_1_04_f000124|Nie.|Nie.
lalka_1_04_f000125|A nie wychodzi?|A nie wychodzi?
lalka_1_04_f000126|Bardzo wątpię. Kto dziś ożeni się z panną mającą wielkie wymagania, a żadnego posagu? Zestarzeje się choć ładna. Naturalnie.|Bardzo wątpię. Kto dziś ożeni się z panną mającą wielkie wymagania a żadnego posagu? Zestarzeje się choć ładna. Naturalnie.
lalka_1_04_f000127|Wokulski wyprostował się i przeciągnął. Jego surowa twarz nabrała dziwnie rzewnego wyrazu.|Wokulski wyprostował się i przeciągnął. Jego surowa twarz nabrała dziwnie rzewnego wyrazu.
lalka_1_04_f000128|Mój kochany stary! - mówił, biorąc Ignacego za rękę - mój poczciwy stary przyjacielu! Ty nawet nie domyślasz się, jakim ja szczęśliwy, że cię widzę, i jeszcze w tym pokoju. Pamiętasz, ilem ja tu spędził wieczorów i nocy.|Mój kochany stary! - mówił biorąc Ignacego za rękę - mój poczciwy stary przyjacielu! Ty nawet nie domyślasz się jakim ja szczęśliwy że cię widzę i jeszcze w tym pokoju. Pamiętasz ilem ja tu spędził wieczorów i nocy.
lalka_1_04_f000129|jak mnie karmiłeś... jak oddawałeś mi co lepsze odzienie... Pamiętasz?|jak mnie karmiłeś... jak oddawałeś mi co lepsze odzienie... Pamiętasz?
lalka_1_04_f000130|Rzecki uważnie spojrzał na niego i pomyślał, że wino musi być dobre, skoro aż tak rozwiązało usta Wokulskiemu.|Rzecki uważnie spojrzał na niego i pomyślał że wino musi być dobre skoro aż tak rozwiązało usta Wokulskiemu.
lalka_1_04_f000131|Wokulski usiadł na kanapie i oparłszy głowę o ścianę, mówił jakby do siebie.|Wokulski usiadł na kanapie i oparłszy głowę o ścianę mówił jakby do siebie.
lalka_1_04_f000132|Nie masz pojęcia, co ja wycierpiałem, oddalony od wszystkich, niepewny czy już kogo zobaczę, tak strasznie samotny.|Nie masz pojęcia co ja wycierpiałem oddalony od wszystkich niepewny czy już kogo zobaczę tak strasznie samotny.
lalka_1_04_f000133|Bo widzisz, najgorszą samotnością nie jest ta, która otacza człowieka, ale ta pustka w nim samym, kiedy z kraju nie wyniósł ani cieplejszego spojrzenia,|Bo widzisz najgorszą samotnością nie jest ta która otacza człowieka ale ta pustka w nim samym kiedy z kraju nie wyniósł ani cieplejszego spojrzenia
lalka_1_04_f000134|ani serdecznego słówka, ani nawet iskry nadziei.|ani serdecznego słówka ani nawet iskry nadziei.
lalka_1_04_f000135|Pan Ignacy poruszył się na krześle z zamiarem protestu.|Pan Ignacy poruszył się na krześle z zamiarem protestu.
lalka_1_04_f000136|Pozwól sobie przypomnieć, - odezwał się - że zpoczątku pisywałem listy bardzo życzliwe, owszem, może nawet za sentymentalne. Zraziły mnie dopiero twoje krótkie odpowiedzi.|Pozwól sobie przypomnieć - odezwał się - że zpoczątku pisywałem listy bardzo życzliwe owszem może nawet za sentymentalne. Zraziły mnie dopiero twoje krótkie odpowiedzi.
